"USERID"	"ITEM_ID"	"ITEM_NUM"	"SCORE"	"RANK"	"TIMESTAMP"	"MODEL"	"PARAMETERS"	"REC_BATCH_ID"
2045	172939	26708	4.8555011749999997	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2050	172939	26708	6.4335436819999998	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2063	172939	26708	5.4630274769999998	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2166	172939	26708	5.0710458760000003	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2182	172939	26708	5.2373256680000004	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2208	172939	26708	6.063111782	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2210	172939	26708	5.771927357	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2215	172939	26708	5.4773588179999999	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2285	172939	26708	5.8903942110000003	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2305	172939	26708	4.7552394869999999	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2369	172939	26708	5.1674561499999996	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2379	172939	26708	5.5897707939999997	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2216	173135	26804	4.9568500520000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2171	173153	26813	5.6122617720000001	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4883	173585	27025	4.9175357819999999	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4558	173871	27168	5.2703776360000001	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4795	173871	27168	4.9548296929999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1946	173871	27168	4.6268057819999999	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1992	173871	27168	4.9729404449999999	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2019	173871	27168	4.4349050520000004	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2158	173871	27168	5.2405624389999996	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2195	173871	27168	5.4400439260000004	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4692	175625	27975	5.1098423000000004	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2171	175729	28027	5.5384149550000004	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4640	176195	28259	6.4048795700000003	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2106	176195	28259	4.9899907109999999	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2257	176195	28259	5.5983657840000003	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2271	176195	28259	8.3504848480000007	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4700	176535	28430	4.3749599459999997	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4405	176535	28430	4.1855735779999996	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4655	176535	28430	4.0090441700000001	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2230	176535	28430	4.9980888370000001	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2259	176535	28430	4.8991189000000004	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2327	176569	28447	5.0597019200000002	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4878	177209	28750	4.8409957889999999	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4575	177209	28750	4.7785282139999996	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4654	177209	28750	6.9785962100000001	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2210	177209	28750	5.4408512120000001	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2220	177209	28750	5.6820530890000001	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2245	177209	28750	5.2962203030000001	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2297	177209	28750	4.4804496770000002	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2384	177209	28750	5.2098097799999996	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4553	177333	28808	4.6002988819999997	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4769	177333	28808	3.973771095	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4796	177333	28808	4.7698492999999997	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2168	177333	28808	5.641019344	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2232	177333	28808	6.8928050990000003	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2375	177411	28842	5.2420935630000001	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2049	177517	28895	5.0231013300000003	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4905	177521	28896	4.7233343120000004	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4417	177521	28896	4.2360410689999997	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4538	177521	28896	4.8290519710000002	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2189	177521	28896	4.4978232379999996	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2291	177521	28896	4.576373577	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2339	177521	28896	4.6100387569999999	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2365	177521	28896	4.3359742160000003	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4883	177561	28916	5.0005569459999997	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4825	177561	28916	5.156235218	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1955	177561	28916	5.3851881029999999	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2205	177561	28916	4.8978352550000004	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4893	177581	28926	5.0388197899999998	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4814	177581	28926	4.4182872770000001	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2144	177581	28926	4.2227487559999997	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2261	177581	28926	4.1853475570000001	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1953	177641	28954	4.9586935040000002	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1980	177641	28954	4.5021114349999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2147	177641	28954	4.875916481	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4432	177659	28963	4.8338017459999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2287	177659	28963	4.4558100700000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4888	177697	28980	5.2910013200000003	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4782	177697	28980	4.3435311319999999	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2017	177697	28980	6.0576963419999998	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2204	177697	28980	4.9426188470000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2351	177697	28980	6.0358080860000003	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4889	177903	29081	4.707615852	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4901	177903	29081	4.7724828720000003	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4909	177903	29081	4.7168703079999998	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4396	177903	29081	4.7622561450000003	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4412	177903	29081	4.2744226459999997	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4417	177903	29081	4.3691997530000002	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4424	177903	29081	4.5115303989999997	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4425	177903	29081	3.9758400919999999	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4426	177903	29081	4.6538615229999998	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4435	177903	29081	4.1783418660000002	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4436	177903	29081	4.6245012279999997	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4448	177903	29081	4.6365709300000004	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4531	177903	29081	4.723560333	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4538	177903	29081	4.9069123269999997	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4552	177903	29081	4.4576120379999997	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4553	177903	29081	4.5781097409999996	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4554	177903	29081	5.0356211660000003	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4555	177903	29081	4.4315147399999999	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4574	177903	29081	4.8796739579999997	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4651	177903	29081	4.5455555920000004	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4656	177903	29081	4.6797533040000001	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4665	177903	29081	4.6456084249999998	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4675	177903	29081	4.4757318499999998	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4676	177903	29081	4.6961593629999996	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4757	177903	29081	4.5531311040000002	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4784	177903	29081	4.4686803819999996	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4797	177903	29081	4.4259109499999996	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4804	177903	29081	4.6161012650000002	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4809	177903	29081	4.0594701769999997	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4816	177903	29081	4.730695248	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4820	177903	29081	4.6291995049999999	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4824	177903	29081	4.503846169	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2400	177903	29081	5.6062278750000001	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1941	177903	29081	5.0075230599999996	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1978	177903	29081	5.1270985600000003	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1989	177903	29081	4.632327557	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1990	177903	29081	4.8391718859999999	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2002	177903	29081	4.8030996320000003	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2005	177903	29081	4.7448844909999996	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2009	177903	29081	4.83261919	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2013	177903	29081	4.114330292	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2030	177903	29081	5.0253729820000004	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2035	177903	29081	4.3447761539999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2047	177903	29081	4.2323050499999999	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2054	177903	29081	4.5138010980000001	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2055	177903	29081	4.5811457630000003	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2065	177903	29081	4.7751336100000001	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2066	177903	29081	4.5011315349999999	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2098	177903	29081	4.5579872129999996	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2099	177903	29081	4.6558427809999996	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2105	177903	29081	4.2323360440000002	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2145	177903	29081	4.7170438770000001	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2153	177903	29081	4.5430579189999998	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2154	177903	29081	5.1429395680000001	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2189	177903	29081	4.5421419140000001	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2196	177903	29081	4.1380410190000001	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2201	177903	29081	4.241075039	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2222	177903	29081	4.2418761250000001	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2233	177903	29081	4.5970311160000001	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2237	177903	29081	4.3820562360000004	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2254	177903	29081	4.3180031779999997	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2263	177903	29081	5.4477400779999998	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2272	177903	29081	3.5909948350000001	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2288	177903	29081	4.967793941	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2291	177903	29081	4.6904602049999999	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2322	177903	29081	4.9148383139999998	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2333	177903	29081	4.7348003390000004	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2339	177903	29081	4.7056837079999996	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2346	177903	29081	4.8237099649999999	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2352	177903	29081	4.6373591420000002	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2356	177903	29081	5.1661314960000002	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2360	177903	29081	5.2626366620000002	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2361	177903	29081	4.6205210689999996	2		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2365	177903	29081	4.4971723560000001	1		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2366	177903	29081	4.649862766	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2367	177903	29081	4.7355937959999999	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2376	177903	29081	4.7605900759999997	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2380	177903	29081	4.5019130709999997	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2388	177903	29081	4.4322652820000004	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2389	177903	29081	4.7684659959999998	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2392	177903	29081	4.6265363690000001	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2396	177903	29081	5.0787973400000004	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2399	177903	29081	4.323178768	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2403	177903	29081	4.9454150200000004	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2103	178147	29192	4.2515244479999996	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2054	178147	29192	5.9427185060000003	7		"user_knn"	"{""nnbrs"": 20}"	1
2072	178393	29269	4.2322034840000002	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4534	178535	29327	4.678976059	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4561	178535	29327	4.2618989940000001	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4661	178535	29327	4.7871985439999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1971	178535	29327	4.363809109	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1887	178947	29526	5.1551723479999998	5		"user_knn"	"{""nnbrs"": 20}"	1
139	178951	29528	6.7142915729999997	8		"user_knn"	"{""nnbrs"": 20}"	1
2056	178951	29528	6.5418972970000002	8		"user_knn"	"{""nnbrs"": 20}"	1
2525	178951	29528	7.0617666239999997	5		"user_knn"	"{""nnbrs"": 20}"	1
4871	179135	29615	4.857726574	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4872	179135	29615	4.6466674799999996	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4891	179135	29615	4.0588173870000004	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4902	179135	29615	4.2603297229999999	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4909	179135	29615	4.7277016639999996	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4393	179135	29615	4.316556931	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4414	179135	29615	5.0860958099999998	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4426	179135	29615	4.622914314	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4429	179135	29615	4.2813758850000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4435	179135	29615	4.1378874779999997	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4436	179135	29615	4.6004462239999997	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4439	179135	29615	4.3713626860000003	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4440	179135	29615	3.9443037510000001	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4442	179135	29615	4.5770835879999998	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4443	179135	29615	4.8393239970000002	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4444	179135	29615	4.1689348219999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4446	179135	29615	4.4972095489999999	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4525	179135	29615	4.1474313739999999	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4529	179135	29615	3.8027398589999999	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4531	179135	29615	4.7492146489999998	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4543	179135	29615	4.9663648609999997	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4547	179135	29615	4.2952318189999996	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4548	179135	29615	4.450204372	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4552	179135	29615	4.4610567090000002	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4556	179135	29615	4.0370850559999996	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4563	179135	29615	4.0704321859999997	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4566	179135	29615	4.2416315080000002	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4569	179135	29615	4.6873078350000004	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4645	179135	29615	4.7582693100000002	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4648	179135	29615	4.0903801919999996	4		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4653	179135	29615	5.1046600340000001	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4667	179135	29615	4.4963974950000001	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4675	179135	29615	4.4631323810000003	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4687	179135	29615	4.4868874549999997	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4688	179135	29615	4.5883131029999999	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4689	179135	29615	4.6634850500000002	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4696	179135	29615	4.2612209319999996	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4698	179135	29615	4.387535572	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4774	179135	29615	5.1741728780000003	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4798	179135	29615	5.177342415	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4801	179135	29615	4.446225643	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4816	179135	29615	4.7408075329999999	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4817	179135	29615	4.5879888529999997	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
4822	179135	29615	4.7423491479999997	7		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1925	179135	29615	4.3515334130000003	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1928	179135	29615	4.8883686070000003	3		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1943	179135	29615	4.9540300369999999	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1981	179135	29615	4.3287968640000001	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
1997	179135	29615	4.5168704990000004	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2004	179135	29615	4.0218806269999998	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2014	179135	29615	4.8872098920000004	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2020	179135	29615	4.8730955119999999	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2044	179135	29615	4.5949459079999997	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2052	179135	29615	5.0437741279999999	10		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2055	179135	29615	4.5558495519999997	9		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2057	179135	29615	5.0442934040000003	5		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2060	179135	29615	4.8015680310000004	6		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
2070	179135	29615	4.4342293740000001	8		"biased_mf"	"{""features"": 20, ""iterations"": 20, ""reg"": 0.1}"	1
