movieid	imdbid	director_women	director_nowhite	director_region	movie_region	movie_region_bra
50147	tt0454082	0	0	0	0	0
50149	tt0308353	0	0	0	1	0
50151	tt0763840	0	0	0	1	0
50153	tt0462229	0	0	0	0	0
50158	tt0775539	0	1	0	0	0
50160	tt0482546	0	0	1	0	0
50162	tt0344854	0	0	0	0	0
50165	tt0220806	0	1	1	1	0
50183	tt0323120	1	0	1	0	0
50208	tt0359254	0	0	1	1	1
50229	tt0062873	0	0	0	0	0
50253	tt0043455	0	0	0	0	0
50259	tt0468526	1	0	0	0	0
50271	tt0465676	0	1	1	1	0
50274	tt0489327	0	0	0	0	0
50279	tt0397551	0	1	1	1	0
50347	tt0382271	0	0	1	1	1
50349	tt0022626	0	0	0	0	0
50354	tt0045081	0	0	0	0	0
50356	tt0043918	0	0	0	0	0
50379	tt0422133	0	0	0	0	0
50382	tt0464828	0	0	0	0	0
50440	tt0772193	0	0	0	0	0
50442	tt0426883	0	0	0	0	0
50445	tt0455960	0	0	0	0	0
50447	tt0783238	1	0	0	0	0
50477	tt0054377	0	0	0	0	0
50488	tt0038984	0	0	0	0	0
50514	tt0457655	1	0	0	0	0
50517	tt0497986	0	1	1	1	0
50533	tt0478160	0	0	1	0	0
50541	tt0121210	0	0	0	0	0
50550	tt0415234	1	1	1	0	0
50572	tt0373445	0	0	0	0	0
50574	tt0090881	0	0	0	0	0
50583	tt0468795	0	1	1	1	0
50585	tt0031516	0	0	0	0	0
50589	tt0366721	0	0	0	0	0
50594	tt0060959	1	0	0	0	0
50601	tt0398808	0	0	0	1	0
50610	tt0453453	0	0	0	0	0
50613	tt0369359	0	0	0	0	0
50615	tt0076263	0	1	0	0	0
50628	tt0758743	0	0	0	0	0
50630	tt0376181	0	0	1	0	0
50641	tt0076162	0	1	1	1	0
50651	tt0822389	0	0	1	1	0
50658	tt0473434	0	0	1	0	0
50685	tt0473308	1	0	0	0	0
50703	tt0846789	0	0	1	1	0
50705	tt0418004	0	0	0	0	0
50740	tt0058578	0	0	0	0	0
50742	tt0066356	0	0	0	0	0
50754	tt0039651	0	1	1	1	0
50774	tt0417072	0	1	1	1	0
50792	tt0395495	1	0	0	0	0
50794	tt0475394	0	0	0	0	0
50796	tt0397044	1	0	0	0	0
50798	tt0799949	0	0	0	0	0
50800	tt0425430	0	1	1	0	0
50802	tt0490084	0	0	0	0	0
50804	tt0367959	0	0	0	0	0
50806	tt0477051	0	0	0	0	0
50821	tt0060168	0	0	0	0	0
50828	tt0139820	0	1	1	1	0
50842	tt0469754	0	0	0	0	0
50851	tt0380268	0	0	0	0	0
50858	tt0441774	0	0	0	0	0
50872	tt0382932	0	0	0	0	0
50886	tt0428541	0	0	0	0	0
50892	tt0377079	0	1	1	1	0
50898	tt0055093	0	0	0	0	0
50912	tt0401711	0	0	0	0	0
50923	tt0469263	0	0	0	0	0
50940	tt0432972	0	0	0	0	0
50944	tt0478024	0	1	1	1	0
50949	tt0056210	0	0	0	0	0
50954	tt0482527	0	0	0	0	0
50970	tt0066115	0	0	0	0	0
50977	tt0084861	0	0	0	0	0
51004	tt0469062	0	0	1	0	0
51007	tt0444182	0	0	1	1	0
51014	tt0062908	0	0	0	0	0
51019	tt0406216	1	0	1	1	0
51037	tt0450340	0	0	0	0	0
51044	tt0061937	0	0	0	0	0
51053	tt0379473	1	0	1	0	0
51060	tt0027672	0	1	1	1	0
51063	tt0425601	0	0	0	0	0
51077	tt0259324	0	0	0	1	0
51080	tt0401997	0	0	0	0	0
51082	tt0778661	0	1	0	0	0
51084	tt0758766	0	0	0	0	0
51086	tt0481369	0	0	0	0	0
51088	tt0499554	0	0	0	0	0
51091	tt0462200	0	0	0	0	0
51094	tt0375785	1	0	0	0	0
51103	tt0463903	0	1	1	1	0
51106	tt0339526	0	1	0	0	0
51111	tt0077350	0	0	0	0	0
51119	tt0088983	0	1	1	1	0
51127	tt0449121	0	0	0	0	0
51167	tt0476735	0	0	1	1	0
51174	tt0432402	0	0	0	0	0
51182	tt0075163	0	0	0	0	0
51185	tt0461872	0	0	0	0	0
51187	tt0435680	0	1	0	0	0
51194	tt0469937	0	0	1	0	0
51203	tt0063210	0	0	0	0	0
51207	tt0094057	0	0	0	0	0
51209	tt0060586	0	1	1	1	0
51246	tt0055399	0	0	0	0	0
51249	tt0052805	0	0	1	0	0
51251	tt0067229	0	0	1	0	0
51255	tt0425112	0	0	0	0	0
51265	tt0060287	0	0	0	0	0
51277	tt0078243	0	1	1	1	0
51287	tt0026663	0	0	0	0	0
51300	tt0072317	0	0	0	0	0
51302	tt0053244	0	0	0	0	0
51312	tt0398883	0	0	0	0	0
51314	tt0465188	0	0	0	0	0
51317	tt0320042	0	0	1	1	0
51321	tt0036104	0	0	0	0	0
51341	tt0474622	0	0	1	1	0
51354	tt0067047	0	0	0	0	0
51357	tt0112681	0	0	0	0	0
51372	tt0173714	0	0	1	0	0
51380	tt0067647	0	0	0	0	0
51402	tt0386862	1	0	0	0	0
51412	tt0435705	0	1	1	0	0
51418	tt0443456	0	0	0	0	0
51433	tt0399738	0	0	0	0	0
51455	tt0301555	0	0	0	0	0
51457	tt0492466	0	0	0	0	0
51471	tt0454776	0	0	0	0	0
51486	tt0418110	0	0	0	0	0
51498	tt0264323	0	0	0	0	0
51503	tt0092226	0	0	0	0	0
51520	tt0094118	0	0	1	0	0
51528	tt0055858	0	0	0	0	0
51535	tt0120186	0	0	0	0	0
51540	tt0443706	0	0	0	0	0
51545	tt0425379	0	0	0	0	0
51559	tt0137863	0	0	0	0	0
51573	tt0036154	0	0	1	0	0
51575	tt0486946	0	0	0	0	0
51577	tt0429277	0	0	0	0	0
51579	tt0420757	0	0	0	0	0
51605	tt0385842	0	0	1	0	0
51617	tt0088326	0	0	0	0	0
51619	tt0081036	0	0	0	0	0
51638	tt0033253	0	0	0	0	0
51660	tt0482629	0	0	0	0	0
51662	tt0416449	0	0	1	0	0
51666	tt0475937	0	0	0	0	0
51678	tt0045943	0	0	0	0	0
51686	tt0028373	0	0	0	0	0
51689	tt0229625	0	0	0	0	0
51691	tt0039847	0	0	0	0	0
51694	tt0477095	0	0	1	0	0
51698	tt0768212	0	0	0	0	0
51705	tt0482088	0	0	0	0	0
51709	tt0468492	0	1	1	1	0
51773	tt0056825	0	0	0	0	0
51800	tt0218379	0	0	1	1	0
51809	tt0468548	0	0	0	0	0
51817	tt0101725	0	0	1	0	0
51820	tt0054885	0	0	0	0	0
51834	tt0416508	0	0	0	0	0
51847	tt0458367	0	0	0	0	0
51857	tt0055506	0	0	0	0	0
51884	tt0433416	1	1	1	1	0
51886	tt0408056	0	0	0	0	0
51891	tt0059303	0	1	1	1	0
51894	tt0019071	0	0	0	0	0
51903	tt0770772	0	1	0	1	0
51905	tt0429068	0	0	1	0	0
51911	tt0052832	0	0	0	0	0
51917	tt0465670	1	0	0	0	0
51921	tt0376650	0	0	0	0	0
51925	tt0477071	0	1	1	0	0
51927	tt0455760	0	1	1	0	0
51931	tt0490204	0	0	0	0	0
51933	tt0475355	0	1	0	0	0
51935	tt0822854	0	1	0	0	0
51937	tt0800069	0	0	0	1	0
51939	tt0453556	0	0	0	1	0
51991	tt0450450	0	0	0	0	0
52005	tt0382765	0	0	1	1	0
52009	tt0066413	0	0	0	0	0
52016	tt0374089	0	0	0	1	0
52033	tt0044105	0	0	0	0	0
52037	tt0444112	1	0	0	0	0
52042	tt0389557	0	0	0	0	0
52078	tt0483578	0	1	1	1	0
52088	tt0417614	0	0	0	0	0
52101	tt0041870	0	0	1	1	0
52104	tt0117214	0	0	1	1	0
52106	tt0152438	0	0	1	1	0
52108	tt0095385	0	0	0	0	0
52118	tt0271210	0	0	0	0	0
52153	tt0052809	0	0	0	0	0
52170	tt0314067	0	0	0	0	0
52173	tt0033802	0	0	0	0	0
52180	tt0298082	0	0	0	0	0
52182	tt0459605	0	1	1	1	0
52189	tt0408318	0	0	0	0	0
52202	tt0043643	0	0	1	0	0
52227	tt0428446	0	0	0	0	0
52237	tt0051055	0	0	0	0	0
52241	tt0427470	0	0	0	0	0
52245	tt0445934	0	0	0	0	0
52265	tt0443723	1	0	0	0	0
52273	tt0415023	1	0	0	0	0
52279	tt0422774	0	0	0	0	0
52281	tt0462322	0	0	0	0	0
52283	tt0444682	0	0	0	0	0
52285	tt0476995	0	0	0	0	0
52287	tt0396555	0	0	0	0	0
52299	tt0419434	0	0	0	0	0
52319	tt0076584	0	0	0	0	0
52321	tt0479537	0	0	0	0	0
52326	tt0023960	0	0	0	0	0
52328	tt0448134	0	0	0	0	0
52352	tt0025335	0	0	0	0	0
52356	tt0424908	1	0	0	0	0
52365	tt0424338	1	0	0	0	0
52375	tt0462338	0	0	1	0	0
52378	tt0042792	0	0	0	0	0
52413	tt0114863	0	0	0	0	0
52418	tt0421974	0	0	0	0	0
52424	tt0072037	0	0	0	0	0
52427	tt0133170	0	1	1	1	0
52435	tt0060345	0	0	0	0	0
52443	tt0493247	0	1	1	1	0
52448	tt0455957	0	0	0	0	0
52456	tt0457433	0	0	0	0	0
52458	tt0486822	0	0	0	0	0
52460	tt0446013	0	0	0	0	0
52462	tt0455326	0	0	0	0	0
52489	tt0039735	0	0	0	0	0
52495	tt0078326	0	0	0	0	0
52528	tt0066491	0	0	1	0	0
52545	tt0492481	1	0	0	0	0
52548	tt0376196	0	0	0	0	0
52551	tt0780595	0	1	1	0	0
52561	tt0794374	0	1	1	1	0
52570	tt0064482	0	0	0	0	0
52572	tt0070351	0	0	0	0	0
52579	tt0450188	0	0	0	0	0
52581	tt0070557	0	0	0	0	0
52589	tt0105242	0	0	0	0	0
52591	tt0445946	0	0	1	0	0
52604	tt0488120	0	0	0	0	0
52606	tt0488085	0	0	0	0	0
52617	tt0835787	0	0	1	1	0
52634	tt0039840	0	0	0	0	0
52644	tt0452702	0	0	1	0	0
52666	tt0103793	0	0	0	0	0
52668	tt0419843	0	0	0	0	0
52690	tt0033530	0	0	0	0	0
52694	tt0453451	0	0	0	0	0
52696	tt0038165	0	0	0	0	0
52709	tt0419420	0	0	0	0	0
52712	tt0435670	0	0	0	1	0
52715	tt0772178	0	0	0	0	0
52717	tt0443473	0	0	0	0	0
52722	tt0413300	0	0	0	0	0
52724	tt0338216	0	0	0	1	0
52730	tt0329737	0	0	0	0	0
52742	tt0042490	0	0	0	0	0
52767	tt0075610	0	0	0	0	0
52773	tt0436460	0	0	0	0	0
52781	tt0464038	0	1	1	1	0
52784	tt0856008	0	0	0	0	0
52796	tt0320194	0	0	0	0	0
52804	tt0432290	0	0	0	0	0
52806	tt0495596	0	1	1	1	0
52813	tt0041958	0	0	0	0	0
52831	tt0095583	0	0	0	0	0
52838	tt0756729	0	0	0	0	0
52845	tt0486028	0	0	0	0	0
52858	tt0460505	0	0	0	0	0
52865	tt0469897	1	0	0	0	0
52867	tt0458364	0	0	0	0	0
52872	tt0403692	0	0	1	1	0
52885	tt0851578	0	1	1	1	0
52891	tt0472268	0	0	0	0	0
52913	tt0027067	0	0	0	0	0
52922	tt0043540	0	0	0	0	0
52927	tt0477731	0	1	1	1	0
52929	tt0471030	1	0	0	0	0
52938	tt0088678	0	0	0	0	0
52942	tt0363303	1	0	1	1	0
52950	tt0409904	0	0	0	0	0
52952	tt0480025	0	0	0	0	0
52956	tt0430772	0	1	1	1	0
52967	tt0491747	1	0	0	0	0
52973	tt0478311	0	0	0	0	0
52975	tt0427327	0	0	0	0	0
52980	tt0478337	0	0	1	0	0
53000	tt0463854	0	0	0	0	0
53002	tt0791304	0	0	0	0	0
53004	tt0800003	0	0	0	0	0
53022	tt0087578	0	1	1	1	0
53024	tt0762111	0	1	0	0	0
53038	tt0023382	0	0	0	0	0
53052	tt0059817	0	1	1	1	0
53066	tt0040221	0	0	1	0	0
53084	tt0805185	0	0	1	0	0
53121	tt0413267	0	0	1	0	0
53123	tt0907657	0	0	0	0	0
53125	tt0449088	0	0	0	0	0
53127	tt0470705	0	0	0	0	0
53129	tt0780571	0	0	0	0	0
53131	tt0389328	0	0	0	0	0
53133	tt0441007	0	0	0	0	0
53138	tt0455596	0	0	0	0	0
53140	tt0412915	0	0	0	0	0
53143	tt0444628	0	0	0	0	0
53152	tt0043778	0	0	0	0	0
53154	tt0874423	0	0	0	0	0
53161	tt0497137	0	1	1	1	0
53187	tt0449303	0	0	0	0	0
53189	tt0494222	0	1	1	1	0
53207	tt0411061	0	0	0	0	0
53226	tt0052861	0	0	0	0	0
53282	tt0499455	1	0	0	0	0
53318	tt0460740	0	0	0	0	0
53322	tt0496806	0	0	0	0	0
53326	tt0465203	0	0	0	0	0
53342	tt0450680	0	0	0	0	0
53349	tt0466399	0	0	1	1	0
53352	tt0450843	0	0	0	0	0
53355	tt0177242	0	0	0	0	0
53370	tt0104352	0	1	1	1	0
53373	tt0113187	0	1	1	1	0
53375	tt0101962	0	1	1	1	0
53379	tt0035937	0	0	0	0	0
53382	tt0036807	0	0	0	0	0
53406	tt0299937	0	1	1	1	0
53416	tt0472259	0	0	0	0	0
53435	tt0498353	0	0	0	0	0
53443	tt0032981	0	0	0	0	0
53447	tt0842929	0	0	0	0	0
53450	tt0079453	0	0	0	0	0
53453	tt0079946	0	0	0	0	0
53460	tt0423294	0	0	0	0	0
53464	tt0486576	0	1	0	1	0
53466	tt0479500	0	0	0	0	0
53468	tt0457572	0	0	0	0	0
53476	tt0484113	0	0	0	0	0
53498	tt0487092	0	0	0	0	0
53519	tt1028528	0	0	0	0	0
53548	tt0046248	0	0	0	0	0
53550	tt0462504	0	0	0	0	0
53554	tt0032264	0	0	0	0	0
53561	tt0027189	0	0	0	0	0
53569	tt0405163	0	0	0	0	0
53574	tt0473709	0	0	0	0	0
53578	tt0449851	0	0	0	0	0
53582	tt0031235	0	0	0	0	0
53592	tt0461694	0	0	0	0	0
53600	tt0347016	1	0	0	0	0
53651	tt0418091	0	0	0	0	0
53737	tt0062038	0	0	0	0	0
53741	tt0463486	0	0	0	0	0
53752	tt0486480	0	1	1	1	0
53766	tt0414931	0	1	1	1	0
53769	tt0989000	0	0	0	0	0
53774	tt0049531	0	0	0	0	0
53788	tt0796212	0	1	1	1	0
53827	tt0075296	0	0	0	0	0
53833	tt0062864	0	0	0	0	0
53835	tt0046511	0	0	0	0	0
53837	tt0105508	0	0	0	0	0
53839	tt0119040	1	0	1	0	0
53841	tt0047152	0	0	0	0	0
53843	tt0089715	0	0	0	0	0
53845	tt0070188	0	0	0	0	0
53847	tt0217894	0	0	0	0	0
53849	tt0100851	0	0	0	0	0
53851	tt0101324	0	0	0	0	0
53853	tt0011870	0	1	0	0	0
53855	tt0050567	0	0	0	0	0
53857	tt0103640	0	0	0	0	0
53859	tt0473360	0	0	0	0	0
53873	tt0086366	0	1	0	0	0
53880	tt0064855	0	0	0	0	0
53883	tt0430484	0	0	0	0	0
53885	tt0446055	1	0	0	0	0
53887	tt0070464	0	0	0	0	0
53894	tt0386032	0	0	0	0	0
53916	tt0049829	0	0	0	0	0
53919	tt0031619	0	0	0	0	0
53921	tt0829459	0	0	0	0	0
53953	tt0450385	0	0	1	0	0
53956	tt0795368	0	0	0	0	0
53963	tt0432264	1	0	1	1	0
53967	tt0085678	0	0	0	1	0
53972	tt0337978	0	0	0	0	0
53974	tt0762114	0	0	0	1	0
53988	tt0765447	0	0	0	0	0
53993	tt0413099	0	0	0	0	0
53996	tt0418279	0	0	0	0	0
53999	tt0374563	0	0	0	0	0
54001	tt0373889	0	0	0	0	0
54004	tt0762107	0	0	0	0	0
54010	tt0057878	0	0	1	0	0
54020	tt0071824	0	0	0	0	0
54049	tt0089572	0	0	0	0	0
54056	tt0109195	0	0	1	0	0
54067	tt0091427	0	1	1	1	0
54075	tt0837106	0	0	1	1	0
54094	tt0446687	0	0	0	0	0
54116	tt0432289	0	0	0	0	0
54121	tt0042286	0	0	0	0	0
54144	tt0469689	0	0	1	0	0
54171	tt0498311	0	1	1	1	0
54176	tt0052005	0	0	0	0	0
54185	tt0832903	1	0	0	0	0
54190	tt0445922	1	0	0	0	0
54193	tt0772157	1	0	0	1	0
54196	tt0443455	0	0	0	0	0
54198	tt0101500	0	0	0	0	0
54220	tt0065037	0	0	0	0	0
54229	tt0090315	0	1	1	0	0
54239	tt0020815	0	0	0	0	0
54241	tt0026643	0	0	0	0	0
54243	tt0342882	0	0	0	0	0
54248	tt0796314	0	0	0	0	0
54251	tt0398963	0	0	0	0	0
54254	tt0457308	1	0	0	0	0
54256	tt0787475	0	0	0	0	0
54259	tt0486655	0	0	0	0	0
54262	tt0058383	0	0	1	0	0
54268	tt0785077	0	0	0	0	0
54270	tt0461703	0	0	0	0	0
54272	tt0462538	0	0	0	0	0
54274	tt0897361	0	0	0	0	0
54276	tt0481141	0	0	1	0	0
54278	tt0467110	0	0	0	0	0
54281	tt0423977	0	0	0	0	0
54284	tt0458522	0	0	1	0	0
54286	tt0440963	0	0	0	0	0
54290	tt0804452	0	0	0	0	0
54318	tt0054286	0	1	1	1	0
54326	tt0439810	0	0	1	1	0
54328	tt0778784	0	0	0	0	0
54331	tt0796375	0	0	0	0	0
54341	tt0430768	0	0	0	0	0
54349	tt0456630	0	1	1	1	0
54354	tt0478116	0	0	0	0	0
54372	tt0362225	0	0	0	0	0
54378	tt0890882	0	0	1	0	0
54406	tt0024353	0	0	0	0	0
54419	tt0402906	0	0	0	0	0
54426	tt0809407	0	0	0	0	0
54445	tt0069095	0	0	0	1	0
54455	tt0088242	0	0	0	0	0
54480	tt0056112	0	0	0	0	0
54491	tt0448927	0	0	1	1	1
54493	tt0077904	0	0	1	0	0
54501	tt0043567	0	0	1	0	0
54503	tt0829482	0	0	0	0	0
54505	tt0488508	0	0	0	0	0
54510	tt0808331	0	0	0	0	0
54513	tt0796368	1	1	0	0	0
54519	tt0434292	0	0	1	0	0
54536	tt0760187	0	0	0	0	0
54542	tt0040242	0	0	0	0	0
54554	tt0432325	1	1	1	1	0
54561	tt0109036	0	0	0	0	0
54580	tt0431979	0	0	0	0	0
54605	tt0060794	0	0	0	0	0
54607	tt0775566	1	0	0	0	0
54612	tt0416185	0	0	0	0	0
54614	tt0825225	0	1	0	0	0
54617	tt0412535	0	0	0	0	0
54621	tt0796335	0	0	0	0	0
54648	tt0293564	0	0	0	0	0
54652	tt0103595	0	0	0	0	0
54686	tt0462396	0	0	0	1	0
54725	tt0057622	0	0	0	0	0
54732	tt0424823	0	0	0	0	0
54734	tt0815244	0	0	0	0	0
54736	tt0431197	0	0	0	1	0
54738	tt0486051	0	0	0	0	0
54745	tt0477078	0	0	0	0	0
54758	tt0863037	0	0	0	0	0
54768	tt0462244	0	0	0	0	0
54771	tt0427392	0	0	0	1	0
54775	tt0499556	0	0	0	0	0
54778	tt0775488	0	0	0	0	0
54780	tt0489237	0	0	0	0	0
54783	tt0473700	0	0	0	0	0
54785	tt0373883	0	0	0	0	0
54787	tt0804461	0	1	1	0	0
54796	tt0841044	1	0	0	0	0
54833	tt0039220	0	0	0	0	0
54872	tt0074740	0	0	0	0	0
54875	tt0061636	0	0	0	0	0
54878	tt0063293	0	0	0	0	0
54881	tt0923752	0	0	0	0	0
54908	tt0804540	0	0	0	0	0
54910	tt0437857	0	0	0	0	0
54922	tt0036497	0	0	0	0	0
54934	tt0784972	0	0	0	0	0
54958	tt0445935	0	1	0	0	0
54962	tt0810988	0	0	0	0	0
54964	tt0059106	0	0	0	0	0
54967	tt0792965	0	0	0	0	0
54972	tt0421143	0	0	1	0	0
54978	tt0484111	0	0	0	0	0
54986	tt0069697	0	0	0	0	0
54988	tt0462721	0	0	0	0	0
54995	tt1077258	0	0	0	0	0
54997	tt0381849	0	0	0	0	0
54999	tt0465602	0	0	0	0	0
55020	tt0811106	0	0	0	0	0
55040	tt0040737	0	0	0	0	0
55050	tt0401420	0	0	0	0	0
55052	tt0783233	0	0	0	0	0
55061	tt0800022	0	0	0	0	0
55063	tt1093842	0	0	0	0	0
55067	tt0454931	0	0	0	0	0
55069	tt1032846	0	0	0	0	0
55071	tt0912593	0	0	0	0	0
55078	tt0061648	0	0	0	0	0
55080	tt0476964	0	0	0	1	0
55094	tt0478134	0	0	0	0	0
55098	tt0405508	0	1	1	1	0
55106	tt0023940	0	0	0	0	0
55110	tt0465436	0	0	1	1	0
55112	tt0469184	0	0	1	1	0
55116	tt0455782	0	0	0	0	0
55118	tt0765443	0	0	0	0	0
55132	tt0476643	0	0	1	1	0
55147	tt0246405	1	0	1	1	0
55154	tt0283503	0	0	0	0	0
55156	tt0492499	0	0	0	0	0
55159	tt0079182	0	1	1	1	0
55167	tt0831888	0	1	1	1	0
55176	tt0925248	0	0	0	0	0
55178	tt0483812	1	0	0	0	0
55190	tt0452643	0	0	0	0	0
55205	tt0480269	0	0	0	0	0
55207	tt0409799	0	0	0	0	0
55209	tt0473188	0	0	0	0	0
55223	tt0498120	0	0	0	0	0
55226	tt0048182	0	0	0	0	0
55232	tt0432021	0	0	1	1	0
55241	tt0419984	0	0	1	0	0
55245	tt0452625	0	0	0	0	0
55247	tt0758758	0	0	1	0	0
55250	tt0492956	0	0	0	0	0
55253	tt0808357	0	1	1	1	0
55255	tt0800027	0	0	0	0	0
55257	tt0486640	0	0	0	0	0
55259	tt0484562	0	0	1	0	0
55261	tt0408839	0	0	0	0	0
55267	tt0480242	0	0	0	0	0
55269	tt0838221	0	0	0	1	0
55272	tt0498399	0	0	0	0	0
55274	tt0414055	0	1	1	0	0
55276	tt0465538	0	0	0	0	0
55278	tt0857265	0	0	0	0	0
55280	tt0805564	0	0	1	0	0
55282	tt0389722	0	0	0	0	0
55284	tt0804522	0	0	1	0	0
55286	tt0469623	1	0	0	0	0
55288	tt0831884	0	0	0	0	0
55290	tt0452623	0	0	0	0	0
55292	tt0790804	0	0	0	0	0
55294	tt0758798	0	0	0	0	0
55298	tt0486572	0	0	0	0	0
55324	tt0425395	0	0	0	0	0
55329	tt0466664	0	0	0	0	0
55343	tt0480011	0	0	0	0	0
55360	tt0498097	0	0	1	1	0
55363	tt0443680	0	0	1	0	0
55369	tt0054745	0	0	0	0	0
55373	tt0042281	0	0	0	0	0
55389	tt0059496	0	0	0	0	0
55391	tt0360323	0	0	0	0	0
55402	tt0758732	0	0	1	1	0
55406	tt0446298	0	0	0	0	0
55408	tt0756672	0	0	1	0	0
55417	tt0762110	0	0	0	0	0
55419	tt0464061	0	0	0	0	0
55434	tt0049004	0	0	0	0	0
55440	tt0449018	0	0	0	0	0
55442	tt0808417	0	0	1	0	0
55444	tt0421082	0	0	0	1	0
55451	tt0866437	1	0	0	0	0
55460	tt0092561	0	0	0	0	0
55462	tt0454457	0	0	0	0	0
55467	tt0355611	0	0	0	0	0
55469	tt0316599	0	1	1	1	0
55476	tt0356201	0	0	1	1	1
55485	tt0765451	0	0	0	0	0
55487	tt0758771	0	0	0	0	0
55489	tt0053666	0	0	0	0	0
55492	tt0454864	0	0	0	0	0
55498	tt0494834	0	0	1	1	0
55507	tt0067402	0	0	0	0	0
55512	tt0036692	0	0	1	0	0
55517	tt0391229	0	0	0	0	0
55549	tt0961117	0	0	1	0	0
55553	tt0779982	0	0	0	1	0
55555	tt0880502	0	0	1	1	0
55566	tt0906108	0	1	0	0	0
55577	tt0890870	0	0	0	0	0
55603	tt0780534	0	0	0	0	0
55620	tt0912583	0	0	0	0	0
55626	tt0210302	0	1	1	1	0
55628	tt0023236	0	0	0	0	0
55652	tt0079871	0	0	0	0	0
55659	tt0081494	0	1	1	1	0
55668	tt0446752	0	0	0	1	0
55671	tt0034162	0	0	0	0	0
55681	tt0094238	0	0	1	0	0
55684	tt0821470	0	1	1	1	0
55687	tt0912592	0	0	0	0	0
55691	tt0094641	0	0	0	0	0
55705	tt0817225	0	1	1	1	0
55713	tt0041786	0	0	1	0	0
55721	tt0861739	0	0	1	1	1
55726	tt0857355	0	0	1	1	1
55729	tt0388182	0	0	0	0	0
55732	tt0415965	0	0	0	0	0
55740	tt0108593	0	1	1	1	0
55757	tt0079278	1	0	0	0	0
55765	tt0765429	0	0	0	0	0
55768	tt0389790	0	0	1	0	0
55782	tt0444778	0	1	1	1	0
55805	tt0292963	0	0	0	0	0
55814	tt0401383	0	0	0	0	0
55820	tt0477348	0	0	0	0	0
55826	tt0219171	0	0	0	0	0
55830	tt0799934	0	0	0	0	0
55844	tt0496328	1	0	0	0	0
55851	tt0790706	0	0	0	0	0
55854	tt0039402	0	0	1	0	0
55856	tt0439123	0	0	0	0	0
55872	tt0426931	1	0	0	1	0
55875	tt0072195	0	0	0	0	0
55888	tt0026267	0	0	0	0	0
55895	tt0047985	0	0	0	0	0
55901	tt0445336	0	0	0	1	0
55908	tt0756683	0	0	0	0	0
55926	tt0063060	0	0	0	0	0
55946	tt0891527	0	0	0	0	0
55955	tt0486583	0	0	0	0	0
55995	tt0442933	0	0	0	0	0
55999	tt0457419	0	0	0	0	0
56001	tt0484740	0	0	1	1	0
56003	tt0405336	0	0	0	0	0
56006	tt0283337	0	0	1	0	0
56009	tt0065391	0	0	0	0	0
56015	tt0044789	0	0	0	0	0
56022	tt0113264	0	0	0	0	0
56028	tt0822849	1	0	0	0	0
56030	tt0988102	0	0	0	0	0
56051	tt0425094	0	0	1	0	0
56060	tt0284363	0	0	0	0	0
56067	tt0027087	0	0	0	0	0
56079	tt0780608	0	1	1	0	0
56093	tt0488478	0	0	0	0	0
56095	tt0995829	1	0	1	1	0
56098	tt0044072	0	0	0	0	0
56141	tt0792966	1	0	0	0	0
56145	tt0884328	0	0	0	0	0
56152	tt0461770	0	0	0	1	0
56156	tt0465494	0	0	0	1	0
56158	tt0937375	0	1	0	0	0
56165	tt0804516	0	0	0	0	0
56167	tt1024943	1	1	1	1	0
56169	tt0211933	0	0	0	0	0
56171	tt0385752	0	0	0	1	0
56174	tt0480249	0	0	0	0	0
56176	tt0952640	0	0	0	0	0
56274	tt0757361	0	0	0	0	0
56286	tt0368794	0	0	0	0	0
56313	tt0034182	0	0	0	0	0
56331	tt0277327	0	0	0	0	0
56333	tt0775529	1	0	0	0	0
56339	tt0464141	0	0	0	0	0
56350	tt0034272	0	0	0	0	0
56367	tt0467406	0	0	0	0	0
56370	tt0438859	0	0	0	1	0
56372	tt0051093	0	1	1	1	0
56379	tt0762117	0	0	0	0	0
56389	tt0765120	0	1	1	1	0
56432	tt0064816	0	0	0	0	0
56449	tt0413879	1	1	0	0	0
56474	tt0381392	0	0	0	0	0
56477	tt0362538	0	0	0	0	0
56479	tt0141716	0	0	1	0	0
56485	tt0396190	0	0	0	0	0
56490	tt0775438	0	0	0	0	0
56508	tt0758784	0	0	0	0	0
56511	tt0937237	0	0	0	0	0
56513	tt0830968	0	0	0	0	0
56515	tt0912580	1	0	0	1	0
56548	tt0090608	0	0	0	0	0
56551	tt0462579	0	0	0	0	0
56561	tt0819354	0	0	0	0	0
56563	tt0847817	0	0	0	0	0
56570	tt0425236	0	0	0	0	0
56574	tt0433398	0	1	1	0	0
56587	tt0825232	0	0	0	0	0
56599	tt0977649	0	0	0	0	0
56602	tt0036641	0	0	0	0	0
56607	tt0419887	0	0	0	1	0
56614	tt0443844	0	0	0	0	0
56616	tt0424789	0	0	0	0	0
56620	tt0810823	0	0	0	0	0
56626	tt0013556	0	0	0	0	0
56631	tt0456121	0	1	1	1	0
56633	tt0489664	0	0	0	0	0
56651	tt0058564	0	0	0	0	0
56671	tt0479289	0	0	0	0	0
56693	tt0101595	0	0	0	0	0
56700	tt0473356	0	0	1	0	0
56702	tt0448154	0	0	0	0	0
56715	tt0477139	0	0	0	0	0
56719	tt0478829	0	0	0	0	0
56744	tt0759612	0	0	0	0	0
56748	tt0460721	0	0	1	0	0
56757	tt0408236	0	0	0	0	0
56775	tt0465234	0	0	0	0	0
56779	tt0855824	0	1	1	1	0
